"id","nome","cnpj","label","Resumo","Tipo","Local","Responsável","Atividade Principal","Natureza Jurídica","Capital Social","Abertura","Sócios","Atividades secundárias"
228,"Restaurante E Cafeteria Zeus Ltda","23900516000198","Zeus Gourmet",,"Empresa","Est Dos Tres Rios 329 - Freguesia (jacarepagua) - 22.745-004
Rio De Janeiro - Rj",,"Restaurantes e similares","Sociedade Empresária Limitada"," ",30/12/15,"Armando Serafim Jales Freitas, Elisete Pires Lopes Marques, Orlando Pedroso Lopes Marques",
229,"Viacao Mendanha Ltda","26525384000150","Viacao Mendanha ",,"Empresa",,,,," ",,,
230,"S. Lopes Valente Participacoes Ltda","01144398000100","S. Lopes Valente Participacoes ",,"Empresa","R Salviano Valente 85 - Penha Circular - 21.211-000
Rio De Janeiro - Rj",,"Holdings de instituições não-financeiras","Sociedade Empresária Limitada"," ",19/03/96,"Simone Fernandes Valente, Humberto Fernandes Valente",
231,"Ovar Empreendimentos E Participacoes Ltda","26095829000109","Ovar Empreendimentos e Participacoes ",,"Empresa","R Salviano Valente 85 - Penha Circular - 21.211-000
Rio De Janeiro - Rj","Humberto Fernandes Valente","Compra e venda de imóveis próprios","Sociedade Empresária Limitada","4610000.00",31/08/16,"Humberto Fernandes Valente, Antonio Augusto Da Silva Valente, Joao Arthur Da Silva Valente","Outras sociedades de participação, exceto holdings"
232,"Nucleo De Psicologia Cristina Crivano Ltda","26396435000190","Nucleo de Psicologia Cristina Crivano ",,"Empresa",,,,," ",,,
233,"Rj - Administracao E Participacoes S/a","00975518000140","Rj - Administracao e Participacoes S/A",,"Empresa","R Da Assembleia 10 - Centro - 20.011-000
Rio De Janeiro - Rj",,"Holdings de instituições não-financeiras","Sociedade Anônima Fechada"," ",28/11/95,"Amaury De Andrade, Sergio Luiz Dos Reis Lavouras, Avelino Antunes, Narciso Goncalves Dos Santos, Otavio Vieira Da Cunha Filho, Generoso Ferreira Das Neves, Antonio Padua Arantes",
234," Macico Incorporadora E Imobiliaria Ltda. - Epp","07441308000111"," Macico",,"Empresa","R Engenheiro Haroldo Cavalcanti 380 - Recreio Dos Bandeirantes - 22.795-240
Rio De Janeiro - Rj",,"Incorporação de empreendimentos imobiliários","Sociedade Empresária Limitada"," ",15/06/05,"Renata Valenca De Castro Antunes Pinheiro, Francisco Artur Coutinho Pinheiro, Avelino Antunes, Ricardo Valenca De Castro Antunes",
235,"Bordeaux Empreendimentos Imobiliarios Spe Ltda","18964747000125","Bordeaux Empreendimentos Imobiliarios Spe ",,"Empresa","R Engenheiro Haroldo Cavalcanti 380 - Recreio Dos Bandeirantes - 22.795-240
Rio De Janeiro -  Construção De Instalações Esportivas E Recreativas",,"Incorporação de empreendimentos imobiliários","Sociedade Empresária Limitada"," ",23/09/13,"Michelle Gonzaga Bastos, Renata Valenca De Castro Antunes Pinheiro, Francisco Artur Coutinho Pinheiro, Avelino Antunes, Ricardo Valenca De Castro Antunes","Construção de edifícios"
236,"Viacao Urbana Ltda","01224164000165","Viacao Urbana ",,"Empresa","Av Maestro Lisboa 1211 - Jose De Alencar - 60.830-185
Fortaleza - Ce",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada"," ",25/03/96,"Dalton Lima De Freitas Guimaraes, David Lopes De Oliveira, Anny Nogueira Moreira, Paulo Trindade Magalhaes, Paulo Alencar Porto Lima, Jacob Barata, Jacob Barata Filho, David Ferreira Barata, Rosane Ferreira Barata, Jacob & Daniel Participacoes S/a, Berta Lucia Neves Ponte, Luiz Regis Nogueira Moreira, Gustavo Alencar Porto Lima, Frederico Lopes Fernandes Junior, Francisco Carlos Magalhaes De Almeida, Celina Lima De Freitas Guimaraes, Selma De Freitas Guimaraes Lobato, Celia De Freitas Guimaraes Praca, Marcos Lima De Freitas Guimaraes, Francisco Ronaldo De Albuquerque Lima Filho",
237,"Empreendimentos Hoteleiros Gammel Dansk Ltda - Me","01362980000135","Empreendimentos Hoteleiros Gammel Dansk  ",,"Empresa","Est Da Usina 460 - Armacao De Buzios - 28.922-150
Cabo Frio - Rj",,"Hotéis","Sociedade Empresária Limitada"," ",31/07/96,"Aurelio De Miranda Lins, Jacob Barata Filho, Laercio De Mendonca Furtado",
238,"Magia Participacoes E Empreendimentos Imobiliarios Ltda","02404443000173","Magia Participacoes e Empreendimentos Imobiliarios ",,"Empresa",,,,," ",26/02/98,,
239,"Guanabara Companhia Securitizadora De Creditos Financeiros S/a","03057302000194","Guanabara Companhia Securitizadora de Creditos Financeiros S/A",,"Empresa",,,,," ",,,
240,"Matias Transporte E Turismo Ltda","03443622000182","Matias Transporte e Turismo ",,"Empresa","R Dr. Bulhoes 766 - Engenho De Dentro - 20.730-420
Rio De Janeiro - Rj",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada"," ",30/09/99,"Leonel Neves Barbosa, Joao Augusto Morais Monteiro, Manuel Joaquim Fernandes, Geraldo Queiroz De Figueredo, Amelia Raquel Neves De Noronha, Elza Ribeiro Martins, Claudia Neves Barbosa, Paulo Roberto Loureiro Monteiro, Ernesto Ribeiro Martins, Jacob Barata, Jacob Barata Filho, David Ferreira Barata, Rosane Ferreira Barata, Jacob & Daniel Participacoes S/a",
241,"Auto Viacao Metropolitana Ltda","05870208000185","Metropolitana",,"Empresa","R Das Palmas 191 - Planalto Cidade Nova - 61.930-040
Maracanau - Ce",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","Sociedade Empresária Limitada"," ",03/09/03,"Jacob Barata Filho, David Ferreira Barata, Rosane Ferreira Barata, Jacob & Daniel Participacoes S/a, Ff Agropecuaria E Empreendimentos S/a, Jacob Barata, D.L.O Participacoes Ltda., V.L.O Participacoes Ltda., Tricy Participacao S/a, Francisco Carlos Magalhaes De Almeida, Mario Jatahy De Albuquerque Junior, Andre Luis Eskinazi De Oliveira","Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana; Transporte escolar; Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal; Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional; Serviço de transporte de passageiros - locação de automóveis com motorista; Locação de automóveis sem condutor"
242,"Sinart Serrana - Sociedade Nacional De Apoio Rodoviario E Turistico Ltda.","06986192000133","Sinart Serrana - Sociedade Nacional de Apoio Rodoviario e Turistico .",,"Empresa","Rod Br 040 Km 82,9 S/n - Fazenda Inglesa - 25.725-630
Petropolis - Rj",,"Terminais rodoviários e ferroviários","Sociedade Empresária Limitada"," ",09/09/04,"Jacob Barata, Jacob Barata Filho, Generoso Martins Das Neves, Cassiano Martins Das Neves, Elisa Martins Das Neves De Albuquerque, Sinart Sul - Sociedade Nacional De Apoio Rodoviario E Turistico Ltda., Paulo Pereira, Aloisio Renato Kreischer, Henrique Portugal Pedreira, Fausto Pinto De Carvalho, Sinart - Sociedade Nacional De Apoio Rodoviario E Turistico Ltda, Maria Olga Jorge Da Costa Oliveira, David Ferreira Barata, Rosane Ferreira Barata, Generoso Ferreira Das Neves, Christiane Trindade Das Neves, Reinaldo Soares De Goes",
243," Organizacao Guimaraes Ltda","07137359000154","Empresa Vitoria",,"Empresa","Av Dom Almeida Lustosa 339 - Parque Albano (jurema) - 61.645-000
Caucaia - Ce",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","Sociedade Empresária Limitada"," ",19/09/66,"Dalton Lima De Freitas Guimaraes, Selma De Freitas Guimaraes Lobato, Celia De Freitas Guimaraes Praca, Marcos Lima De Freitas Guimaraes, Celina Lima De Freitas Guimaraes, Jacob Barata, Jacob Barata Filho, David Ferreira Barata, Rosane Ferreira Barata, Jacob & Daniel Participacoes S/a, Paulo Alencar Porto Lima, Paulo Trindade Magalhaes, Ff Agropecuaria E Empreendimentos S/a, Mario Jatahy De Albuquerque Junior, Silvana Maria Passos De Freitas Guimaraes","Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana; Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal; Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional; Transporte escolar; Outros transportes rodoviários de passageiros não especificados anteriormente"
244,"Auto Viacao Dragao Do Mar Ltda","07213670000135","Dragão do Mar",,"Empresa","Av Herois Do Acre 1001 - Passare - 60.743-760
Fortaleza - Ce",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada"," ",03/02/05,"Paulo Alencar Porto Lima, Paulo Trindade Magalhaes, Dalton Lima De Freitas Guimaraes, David Lopes De Oliveira, Luiz Regis Nogueira Moreira, Anny Nogueira Moreira, Jacob Barata, Jacob Barata Filho, David Ferreira Barata, Rosane Ferreira Barata, Jacob & Daniel Participacoes S/a, Gustavo Alencar Porto Lima, Francisco Carlos Magalhaes De Almeida, Frederico Lopes Fernandes Junior, Berta Lucia Neves Ponte, Celina Lima De Freitas Guimaraes, Selma De Freitas Guimaraes Lobato, Celia De Freitas Guimaraes Praca, Marcos Lima De Freitas Guimaraes, Francisco Ronaldo De Albuquerque Lima Filho",
245,"Auto Viacao Fortaleza Ltda","07247554000137","Auto Viacao Fortaleza ",,"Empresa","Rod Br-116 2069 - Parque Iracema - 60.824-115
Fortaleza - Ce",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada"," ",29/09/66,,
246,"Guanabara 13 Comercio De Veiculos Ltda","08692492000135","Guanabara 13 Comercio de Veiculos ",,"Empresa","R Felizardo Fortes 241 - Ramos - 21.031-160
Rio De Janeiro - Rj",,"Comércio a varejo de automóveis, camionetas e utilitários usados","Sociedade Empresária Limitada"," ",07/03/07,"Jacob Barata, Jacob Barata Filho, David Ferreira Barata, Rosane Ferreira Barata, Jacob & Daniel Participacoes S/a, Maria Da Gloria Barata Rothier",
247,"Catobira Administracao De Bens Ltda.","08694030000157","Catobira Administracao de Bens .",,"Empresa","R Padre Siqueira 419 - Centro - 25.685-220
Petropolis - Rj",,"Aluguel de imóveis próprios","Sociedade Empresária Limitada"," ",22/11/06,"Paulo Pereira, Aloisio Renato Kreischer, Maria Olga Jorge Da Costa Oliveira, Giseli Costa Oliveira, Roseli Costa Oliveira, Marlene Ferreira De Carvalho Fernandes, Darci Rocha Montenegro Pereira Do Outeiro, Michelle Rocha Pereira Do Outeiro, Jacob Barata, Jacob Barata Filho, David Ferreira Barata, Rosane Ferreira Barata, Generoso Ferreira Das Neves, Generoso Martins Das Neves, Elisa Martins Das Neves De Albuquerque, Christiane Trindade Das Neves, Cassiano Martins Das Neves, Fausto Pinto De Carvalho, Nelson Ferreira De Carvalho, Mario Pereira Do Outeiro, Ilda De Andrade Dias De Oliveira, Jacob & Daniel Participacoes S/a, Maria Da Gloria Barata Rothier",
248,"Fortal Participacoes Ltda.","09245352000181","Fortal Participacoes .",,"Empresa","Rod Br 116-km 06 2069 - Cajazeiras - 60.532-610
Fortaleza - Ce",,"Outras sociedades de participação, exceto holdings","Sociedade Empresária Limitada"," ",27/11/07,"Jacob Barata, Jacob Barata Filho, Francisco De Albuquerque Lima, Luiz Regis Nogueira Moreira, David Ferreira Barata, Rosane Ferreira Barata, Jacob & Daniel Participacoes S/a, Francisco Ronaldo De Albuquerque Lima Filho, Maria Do Carmo Moreira Lima, Maria Vania Lima Cavalcante, Terezinha Nogueira Moreira, Paulo Alencar Porto Lima",
249,"V.U Participacoes Ltda","09280369000170","V.U Participacoes ",,"Empresa","Av Maestro Lisboa 1211 - Lagoa Redonda - 60.832-402
Fortaleza - Ce",,"Outras sociedades de participação, exceto holdings","Sociedade Empresária Limitada"," ",11/12/07,"Paulo Alencar Porto Lima, Jacob Barata, Jacob Barata Filho, David Ferreira Barata, Rosane Ferreira Barata, Jacob & Daniel Participacoes S/a, Paulo Trindade Magalhaes, Dalton Lima De Freitas Guimaraes, David Lopes De Oliveira, Luiz Regis Nogueira Moreira, Valdir Lopes De Oliveira, Gustavo Alencar Porto Lima, Francisco Carlos Magalhaes De Almeida, Frederico Lopes Fernandes Junior, Anny Nogueira Moreira, Berta Lucia Neves Ponte, Celina Lima De Freitas Guimaraes, Selma De Freitas Guimaraes Lobato, Celia De Freitas Guimaraes Praca, Marcos Lima De Freitas Guimaraes, Francisco De Albuquerque Lima",
250,"Guarulhos Participacoes E Empreendimentos Imobiliarios Ltda.","12835089000195","Guarulhos Participacoes e Empreendimentos Imobiliarios .",,"Empresa","R Deputado Ulisses Guimaraes 270 - Taboao - 07.140-115
Guarulhos - Sp","Paulo Roberto Loureiro Monteiro","Outras sociedades de participação, exceto holdings","Sociedade Empresária Limitada","100000.00",04/11/10,"Paulo Roberto Loureiro Monteiro, Alpha Participacoes S.A, Ernesto Ribeiro Martins, Elza Ribeiro Martins, Angela Ferreira De Abreu, Francisco Jose Ferreira De Abreu, Leonel Neves Barbosa, Joao Augusto Morais Monteiro, Generoso Ferreira Das Neves, Generoso Martins Das Neves, Cassiano Martins Das Neves, Elisa Martins Das Neves De Albuquerque, Christiane Trindade Das Neves, Jacob Barata, Jacob Barata Filho, Paulo Roberto Arantes, Jefferson De Andrade E Silva Filho",
251,"Spta Holding Em Transporte Aquaviario Ltda","13994713000160","Spta Holding Em Transporte Aquaviario ",,"Empresa","R Da Assembleia 10 - Centro - 20.011-901
Rio De Janeiro - Rj",,"Holdings de instituições não-financeiras","Sociedade Empresária Limitada"," ",28/06/11,"Amaury De Andrade, Carlos Otavio De Souza Antunes, Jca Holding Participacoes Ltda, Alexandre Antunes De Andrade, Jacob Barata Filho, Riopar Participacoes S.A.",
253,"Dezenove De Janeiro Administracao E Participacao Ltda","09551665000168","Dezenove de Janeiro Administracao e Participacao ",,"Empresa","R Manoel Jose Lebrao 1520 - Ermitage - 25.975-202
Teresopolis - Rj",,"Outras sociedades de participação, exceto holdings","Sociedade Empresária Limitada"," ",14/05/08,"Montes Brancos Empreendimentos Ltda, Francisco Jose Gavinho Geraldo, Antonio Padua Arantes, Auto Viacao Salineira Ltda, Paulo Trindade Magalhaes","Produção teatral; Produção musical; Produção de espetáculos de dança; Produção de espetáculos circenses, de marionetes e similares; Produção e promoção de eventos esportivos; Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal; Transporte escolar; Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana; Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana; Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal; Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional; Organização de excursões em veículos rodoviários próprios, municipal; Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional; Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
254," Mbe Comercio De Veiculos Ltda","21071207000127"," Mbe Comercio de Veiculos ",,"Empresa","Av Teixeira E Souza 30 - Centro - 28.905-100
Cabo Frio - Rj","Francisco Jose Gavinho Geraldo","Comércio a varejo de automóveis, camionetas e utilitários usados","Sociedade Empresária Limitada","10000.00",18/09/14,"Francisco Jose Gavinho Geraldo, Montes Brancos Empreendimentos Ltda, Paulo Trindade Magalhaes, Antonio Padua Arantes",
255,"Rapido Federal Viacao Limitada","25634569000130","Rapido Federal",,"Empresa","St Sia Trecho 1 S/n - Zona Industrial (guara) - 71.200-010
Brasilia - Df",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual","Sociedade Empresária Limitada"," ",29/09/66,"Brisa Onibus S.A, Pedro Aurelio Barata De Miranda Lins, Fernando Aurelio Ferreira Netto, Antonio Padua Arantes","Serviços de entrega rápida; Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana; Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários; Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal"
256,"Viacao Sao Pedro Da Aldeia Ltda","28923720000148","Viacao Sao Pedro da Aldeia ",,"Empresa","Rod Rj-140 120 - Primeiro - 28.940-000
Sao Pedro Da Aldeia - Rj","Francisco Jose Gavinho Geraldo","Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","Sociedade Empresária Limitada","1890000.00",12/09/84,"Francisco Jose Gavinho Geraldo, Paulo Trindade Magalhaes, Vinte De Junho Administracao E Participacao Ltda, F Geraldo Empreendimentos E Participacoes Ltda., Ravenna Mmr Participacoes S.A., Antonio Padua Arantes, Guanabara Participacoes E Empreendimentos Imobiliarios Ltda, Montes Brancos Empreendimentos Ltda",
257,"Auto Viacao Salineira Ltda","29535275000101","Salineira ",,"Empresa","Av Central 81 - Jardim Excelsior - 28.915-550
Cabo Frio - Rj","Francisco Jose Gavinho Geraldo","Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","Sociedade Empresária Limitada","31000000.00",20/07/76,"Francisco Jose Gavinho Geraldo, Paulo Trindade Magalhaes, Vinte De Junho Administracao E Participacao Ltda, F Geraldo Empreendimentos E Participacoes Ltda., Ravenna Mmr Participacoes S.A., Antonio Padua Arantes, Guanabara Participacoes E Empreendimentos Imobiliarios Ltda, Montes Brancos Empreendimentos Ltda",
258,"Viacao Montes Brancos Ltda","29850260000138","Viacao Montes Brancos ",,"Empresa","Av Excelsior 80 - Quina - 28.915-000
Cabo Frio - Rj","Paulo Trindade Magalhaes","Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","Sociedade Empresária Limitada","8750000.00",18/05/78,"Paulo Trindade Magalhaes, Vinte De Junho Administracao E Participacao Ltda, F Geraldo Empreendimentos E Participacoes Ltda., Ravenna Mmr Participacoes S.A., Francisco Jose Gavinho Geraldo, Antonio Padua Arantes, Guanabara Participacoes E Empreendimentos Imobiliarios Ltda, Montes Brancos Empreendimentos Ltda",
259,"Banco Guanabara S/a","31880826000116","Banco Guanabara S/A",,"Empresa","Av Brasil 8255 - Ramos - 21.030-000
Rio De Janeiro - Rj","Jacob Barata Filho","Bancos múltiplos, com carteira comercial","Sociedade Anônima Fechada",,10/12/87,"Jacob Barata Filho, David Ferreira Barata, Jacob Barata, Antonio Padua Arantes, Pedro Aurelio Barata De Miranda Lins",
260," Viacao Primeiro De Marco Ltda - Epp","32175317000155"," Viacao Primeiro de Marco  - ",,"Empresa","R Manoel Jose Lebrao 1520 - Ermitage - 25.975-202
Teresopolis - Rj",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada"," ",16/02/73,"Montes Brancos Empreendimentos Ltda, Francisco Jose Gavinho Geraldo, Antonio Padua Arantes, Auto Viacao Salineira Ltda, Paulo Trindade Magalhaes",
261," Viacao Dedo De Deus Ltda","32175325000100"," Viacao Dedo de Deus ",,"Empresa","R Manoel Jose Lebrao 1520 - Ermitage - 25.975-202
Teresopolis - Rj","Montes Brancos Empreendimentos Ltda","Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada","5360000.00",16/02/71,"Montes Brancos Empreendimentos Ltda, Antonio Padua Arantes, Francisco Jose Gavinho Geraldo, Auto Viacao Salineira Ltda, Paulo Trindade Magalhaes","Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana; Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal; Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional; Organização de excursões em veículos rodoviários próprios, municipal; Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional; Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
262," Grow Participacao E Administracao Ltda - Me","32226243000139"," Grow Participacao e Administracao  ",,"Empresa","Av Brasil 8255 - Ramos - 21.030-000
Rio De Janeiro - Rj","Jacob Barata Filho","Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica","Sociedade Empresária Limitada",,22/12/88,"Jacob Barata Filho, Antonio Padua Arantes",
263,"Montes Brancos Empreendimentos Ltda","35822220000185","Montes Brancos Empreendimentos ",,"Empresa","Av Central 81 - Jardim Excelsior - 28.915-550
Cabo Frio - Rj",,"Corretagem no aluguel de imóveis","Sociedade Empresária Limitada"," ",01/09/89,"Francisco Jose Gavinho Geraldo, Paulo Trindade Magalhaes, Vinte De Junho Administracao E Participacao Ltda, F Geraldo Empreendimentos E Participacoes Ltda., Ravenna Mmr Participacoes S.A., Antonio Padua Arantes, Guanabara Participacoes E Empreendimentos Imobiliarios Ltda, Montes Brancos Empreendimentos Ltda","Serviços combinados para apoio a edifícios, exceto condomínios prediais"
264,"Belem Rio Transportes Ltda","03067571000131","Belem Rio Transportes ",,"Empresa","Rod Algusto Montenegro, Km 8 S/n - Distrito De Icoaraci - 66.823-010
Belem - Pa",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada"," ",01/02/99,"Jacob Barata, David Ferreira Barata, Rosane Ferreira Barata, Jacob & Daniel Participacoes S/a, Agostinho Tavares Maia, Edgard Romero Rodrigues Alves Junior, Diego Da Cunha Rodrigues Alves, Rafael Da Cunha Rodrigues Alves, Antonio Padua Arantes, Jbf1 Servicos Eireli",
265," Consorcio Federal De Transportes","23562535000151"," Consorcio Federal de Transportes",,"Empresa",,,,," ",,,
266,"Brisa Onibus S.A","05438013000160","Brisa Onibus S.A",,"Empresa","Av Brasil 9501 - Mariano Procopio - 36.080-060
Juiz De Fora - Mg",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual","Sociedade Anônima Fechada"," ",17/10/02,"Pedro Aurelio Barata De Miranda Lins, Antonio Padua Arantes, Rachel Barata Pastorelli","Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
267,"Gdx18 Participacoes E Empreendimentos Imobiliarios Ltda","15191730000194","Gdx18 Participacoes e Empreendimentos Imobiliarios ",,"Empresa",,,"Incorporação de empreendimentos imobiliários","Sociedade Empresária Limitada"," ",14/03/12,,
268,"Alpha Participacoes S.A","03679999000135","Alpha Participacoes S.A",,"Empresa","R Dona Romana 130 - Engenho Novo - 20.710-200
Rio De Janeiro - Rj",,"Holdings de instituições não-financeiras","Sociedade Anônima Fechada"," ",03/09/97,"Antonio Padua Arantes, Jose Gomes Da Cunha Goes, Luiz Carlos Pires, Jacob Barata Filho",
269,"Jjardim Industria Comercio E Servicos Ltda","10440805000100"," Sectrans Wireless Security",,"Empresa","R Jose De Figueiredo 320 - Barra Da Tijuca - 22.793-170
Rio De Janeiro -  Marketing Direto","Luiz Henrique Kossmann De Boms","Atividades de monitoramento de sistemas de segurança eletrônico","Sociedade Empresária Limitada","440000.00",22/10/08,"Luiz Henrique Kossmann De Boms, Ernesto Ribeiro Martins, Fernando Aurelio Ferreira Netto, Atlantico Participacoes E Empreendimentos Ltda, Sisen Participacoes Eireli, Magia Participacoes Ltda, Jaci Tadeu Oliveira De Carvalho, Marcelo Carrullo De Oliveira","Fabricação de equipamentos de informática"
270,"Guarulhos Transportes Intermunicipais S.A.","16970245000181","Guarulhos Transportes Intermunicipais S.A.",,"Empresa","R Deputado Ulisses Guimaraes 330 - Taboao - 07.140-115
Guarulhos - Sp",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","Sociedade Anônima Fechada"," ",06/08/12,"Andre Gustavo Bonates Arantes, Ernesto Ribeiro Martins",
271," Tijuquinha Empreendimentos Imobiliarios Ltda","26262970000159"," Tijuquinha Empreendimentos Imobiliarios ",,"Empresa",,,"Incorporação de empreendimentos imobiliários","Sociedade Empresária Limitada"," ",28/09/16,,
272," Revepil Empreendimentos Imobiliarios Ltda - Me","29133436000130"," Revepil Empreendimentos Imobiliarios  ",,"Empresa","Pc Cruzeiro S N - Primeiro - 28.800-000
Rio Bonito - Rj",,"Incorporação de empreendimentos imobiliários","Sociedade Empresária Limitada"," ",03/07/75,"Generoso Ferreira Das Neves, Generoso Martins Das Neves, Cassiano Martins Das Neves, Denilson Campos De Albuquerque, Elisa Martins Das Neves De Albuquerque, Christiane Trindade Das Neves","Compra e venda de imóveis próprios"
273,"Transportes Unica Petropolis Ltda","31134885002601","Transportes Unica Petropolis ",,"Empresa","Est Uniao E Industria 11000 - Itaipava - 25.750-226
Petropolis - Rj",,"Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente","Sociedade Empresária Limitada",,11/12/08,,
274,"Facil Transportes E Turismo Ltda","31134935000275","Facil",,"Empresa","Av Francisco Bicalho (term.Rod.N.Rio) 1 - Santo Cristo - 20.220-310
Rio De Janeiro - Rj",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana","Sociedade Empresária Limitada"," ",08/09/66,,
275,"Setarte Administracao E Participacoes Ltda - Epp","40159253000127","Setarte Administracao e Participacoes  - ",,"Empresa","Av Francisco Bicalho 1 - Santo Cristo - 20.220-310
Rio De Janeiro - Rj","Amaury De Andrade","Corretagem no aluguel de imóveis","Sociedade Empresária Limitada",,28/12/90,"Amaury De Andrade, Carlos Otavio De Souza Antunes, Ariel Dias Curvello, Abelmar Dias Curvello, Aldemir Dias Curvelo, Fausto Pinto De Carvalho, Paulo Pereira, Francisco Sebastiao Noel, Sergio Peccini Noel, Aloisio Renato Kreischer, Maria Olga Jorge Da Costa Oliveira, Giseli Costa Oliveira, Roseli Costa Oliveira, Jacob Barata, Jacob Barata Filho, David Ferreira Barata, Rosane Ferreira Barata, Generoso Martins Das Neves, Cassiano Martins Das Neves, Elisa Martins Das Neves De Albuquerque, Christiane Trindade Das Neves, Generoso Ferreira Das Neves","Serviços combinados para apoio a edifícios, exceto condomínios prediais"
276,"G.F. Neves Empreendimentos E Participacoes Ltda","25270796000123","G.F. Neves Empreendimentos e Participacoes ",,"Empresa",,,"Gestão e administração da propriedade imobiliária",," ",,,
277,"Ritmolife Consultoria Medica Especializada - Epp","05166789000179","Ritmolife",,"Empresa","R Voluntarios Da Patria 445 - Botafogo - 22.270-000
Rio De Janeiro - Rj",,"Atividade médica ambulatorial restrita a consultas","Sociedade Simples Limitada"," ",18/07/02,"Denilson Campos De Albuquerque, Elisa Martins Das Neves De Albuquerque, Felipe Neves De Albuquerque","Serviços de tradução, interpretação e similares"
278," Cerpe Centro De Estudos Em Reumatologia Pedro Ernesto","07607755000106"," Cerpe Centro de Estudos Em Reumatologia Pedro Ernesto",,"Empresa","Av 28 De Setembro 77 - Vila Isabel - 20.551-030
Rio De Janeiro - Rj",,"Pesquisa e desenvolvimento experimental em ciências sociais e humanas","Associação Privada"," ",15/09/05,"Roger Abramino Levy, Geraldo Da Rocha Castelar Pinheiro, Elisa Martins Das Neves De Albuquerque, Evandro Mendes Klumb",
279,"Centro De Ensino E Reabilitacao","00413666000171","CER",,"Empresa","Q Sgas Qd 909 Conj. A Lotes 27/28 - Asa Sul - 70.390-090
Brasilia - Df",,"Atividades de associações de defesa de direitos sociais","Associação Privada"," ",28/08/75,"Martha Maria Barros Dos Santos, Fabio Teixeira Alves, Silvia Regina Pupe Zupi, Rafael D Abreu Pereira Dos Santos","Atividades associativas não especificadas anteriormente"
280,"Locarte Locadora Armarinho E Mercearia Ltda - Me","01223500000155","Locarte Locadora Armarinho e Mercearia  ",,"Empresa","R Eng Hugo Vocurca Filho 349 - Barbosa Lage - 36.085-060
Juiz De Fora - Mg",,"Comercio varejista de artigos de armarinho","Sociedade Empresária Limitada"," ",28/05/96,"Fabio Teixeira Alves, Pablo Giesbrecht Novaes",
